system:index,landcover,.geo
1_3,1,"{""type"":""Polygon"",""coordinates"":[[[7.450247939521918,45.87507081565439],[7.45097750037397,45.87519033049977],[7.451063331062446,45.875668387310974],[7.450376685554635,45.87575802250522],[7.450247939521918,45.87507081565439]]]}"
1_4,1,"{""type"":""Polygon"",""coordinates"":[[[7.4387603275980085,45.87173820843792],[7.439361142417346,45.87182784997134],[7.439404057761582,45.87230593570769],[7.438502835532581,45.87236569613554],[7.4387603275980085,45.87173820843792]]]}"
1_5,1,"{""type"":""Polygon"",""coordinates"":[[[7.430449022309407,45.87133978816878],[7.431564821259604,45.87139954963553],[7.431693567292317,45.87196728036467],[7.430792345063316,45.87199716076871],[7.430449022309407,45.87133978816878]]]}"
1_6,1,"{""type"":""Polygon"",""coordinates"":[[[7.418612658200607,45.87629449508824],[7.419170557675705,45.87617498261755],[7.419513880429611,45.87671278671155],[7.41856974285637,45.876772542400715],[7.418612658200607,45.87629449508824]]]}"
1_7,1,"{""type"":""Polygon"",""coordinates"":[[[7.407807568671938,45.874513386578],[7.408451298835512,45.87475241840938],[7.408408383491275,45.875170721640366],[7.407421330573794,45.87523047898773],[7.407807568671938,45.874513386578]]]}"
1_8,1,"{""type"":""Polygon"",""coordinates"":[[[7.393029014804111,45.870327258207745],[7.393372337558017,45.87029737690594],[7.393415252902256,45.87116392813661],[7.392728607394446,45.87116392813661],[7.393029014804111,45.870327258207745]]]}"
1_9,1,"{""type"":""Polygon"",""coordinates"":[[[7.3878791734955165,45.87209022658098],[7.388437072970617,45.87271771030425],[7.387922088839758,45.87277747028935],[7.3878791734955165,45.87209022658098]]]}"
1_10,1,"{""type"":""Polygon"",""coordinates"":[[[7.387487620215519,45.865716685047445],[7.3882600964118055,45.86571668504744],[7.388517588477238,45.86631435728283],[7.387530535559759,45.86625459034845],[7.387487620215519,45.865716685047445]]]}"
1_11,1,"{""type"":""Polygon"",""coordinates"":[[[7.383602101100863,45.862634365018025],[7.3840741698874846,45.86266425043934],[7.384417492641391,45.86317230014382],[7.383730847133579,45.863202185276],[7.383602101100863,45.862634365018025]]]}"
1_12,1,"{""type"":""Polygon"",""coordinates"":[[[7.374557503047075,45.859675762918336],[7.375115402522172,45.86015395317719],[7.374300010981645,45.86021372667039],[7.374557503047075,45.859675762918336]]]}"
1_13,1,"{""type"":""Polygon"",""coordinates"":[[[7.393493267414826,45.857733658787296],[7.394609066365023,45.85779343488235],[7.394866558430452,45.85821186574855],[7.393879505512969,45.858391192298775],[7.393493267414826,45.857733658787296]]]}"
1_14,1,"{""type"":""Polygon"",""coordinates"":[[[7.5413245800961635,45.92081808104676],[7.542054140948213,45.920937497468174],[7.542054140948213,45.92132559906278],[7.54141041078464,45.921385306759454],[7.5413245800961635,45.92081808104676]]]}"
1_15,1,"{""type"":""Polygon"",""coordinates"":[[[7.53339904236734,45.91785335377528],[7.534042772530912,45.91833104344223],[7.533527788400053,45.91836089890989],[7.53339904236734,45.91785335377528]]]}"
1_16,1,"{""type"":""Polygon"",""coordinates"":[[[7.5255829807027705,45.913151576763475],[7.526741694997204,45.913151576763475],[7.5267846103414415,45.913838312549345],[7.525926303456676,45.91389802830303],[7.5255829807027705,45.913151576763475]]]}"
1_17,1,"{""type"":""Polygon"",""coordinates"":[[[7.610146245703363,45.888403526685615],[7.610618314489985,45.88828404026028],[7.610747060522697,45.88894121241882],[7.610103330359124,45.88915031102056],[7.610146245703363,45.888403526685615]]]}"
1_18,1,"{""type"":""Polygon"",""coordinates"":[[[7.61169119809594,45.88502793623765],[7.612334928259513,45.88502793623765],[7.612420758947992,45.88550590841306],[7.611519536718988,45.88553578153748],[7.61169119809594,45.88502793623765]]]}"
1_19,1,"{""type"":""Polygon"",""coordinates"":[[[7.62016501165542,45.890587150311475],[7.6205941650978035,45.891184555096004],[7.619778773557274,45.891244295221014],[7.62016501165542,45.890587150311475]]]}"
1_20,1,"{""type"":""Polygon"",""coordinates"":[[[7.617915809151454,45.883206313427586],[7.618817031380459,45.883773923539785],[7.618087470528407,45.88386354565895],[7.617915809151454,45.883206313427586]]]}"
1_21,1,"{""type"":""Polygon"",""coordinates"":[[[7.616881540126591,45.87819747943879],[7.617525270290162,45.87819747943878],[7.617525270290164,45.878884647623735],[7.616495302028447,45.87876514072374],[7.616881540126591,45.87819747943879]]]}"
1_22,1,"{""type"":""Polygon"",""coordinates"":[[[7.610280376788042,45.87531919795538],[7.610967022295853,45.87534907655727],[7.610967022295853,45.87600640173464],[7.610108715411089,45.87600640173464],[7.610280376788042,45.87531919795538]]]}"
1_23,1,"{""type"":""Polygon"",""coordinates"":[[[7.599919783376086,45.86774114861231],[7.60030602147423,45.86845832840403],[7.59953354527794,45.8683686814361],[7.599919783376086,45.86774114861231]]]}"
1_24,1,"{""type"":""Polygon"",""coordinates"":[[[7.589907336610683,45.85962291369273],[7.591066050905114,45.85962291369274],[7.590894389528161,45.86037008487509],[7.589950251954921,45.86034019822059],[7.589907336610683,45.85962291369273]]]}"
1_25,1,"{""type"":""Polygon"",""coordinates"":[[[7.601847675767416,45.857372190359726],[7.602362659898274,45.857372190359726],[7.602405575242511,45.85788028842246],[7.601418522325032,45.857910176399216],[7.601847675767416,45.857372190359726]]]}"
1_26,1,"{""type"":""Polygon"",""coordinates"":[[[7.619465019350698,45.86243670344228],[7.61869254315441,45.86216773297124],[7.619808342104607,45.861689560031955],[7.620623733645132,45.86225738993951],[7.620151664858514,45.862257389939515],[7.619465019350698,45.86243670344228]]]}"
1_27,1,"{""type"":""Polygon"",""coordinates"":[[[7.613028287124797,45.85843218584583],[7.613886594009562,45.85846207352595],[7.613843678665324,45.85900004902076],[7.613157033157512,45.85902993639559],[7.613028287124797,45.85843218584583]]]}"
1_28,1,"{""type"":""Polygon"",""coordinates"":[[[7.621895985794765,45.85602221892521],[7.622883038712246,45.856081996860055],[7.622883038712244,45.85653032932316],[7.621981816483242,45.856649884036166],[7.621895985794765,45.85602221892521]]]}"
1_29,1,"{""type"":""Polygon"",""coordinates"":[[[7.62057189684528,45.86698768093555],[7.620528981501043,45.86665896598295],[7.62108688097614,45.86639001593954],[7.621945187860906,45.866957797838374],[7.621172711664618,45.867047447081745],[7.62057189684528,45.86698768093555]]]}"
1_30,1,"{""type"":""Polygon"",""coordinates"":[[[7.612749692815256,45.87513037720989],[7.613607999700023,45.87519013460065],[7.61365091504426,45.87569806982779],[7.612921354192207,45.87566819141354],[7.612749692815256,45.87513037720989]]]}"
1_31,1,"{""type"":""Polygon"",""coordinates"":[[[7.618209966910285,45.88895619118987],[7.619068273795052,45.88889644860376],[7.618939527762337,45.88946400057737],[7.618252882254524,45.88946400057737],[7.618209966910285,45.88895619118987]]]}"
1_32,1,"{""type"":""Polygon"",""coordinates"":[[[7.611243394652334,45.900115640185476],[7.611972955504385,45.900115640185476],[7.6121017015370995,45.90056361750361],[7.611329225340812,45.900593482529636],[7.611243394652334,45.900115640185476]]]}"
1_33,1,"{""type"":""Polygon"",""coordinates"":[[[7.620755709186429,45.90248442932746],[7.621442354694244,45.90248442932746],[7.621313608661525,45.90308170613173],[7.62071279384219,45.90308170613173],[7.620755709186429,45.90248442932746]]]}"
1_34,1,"{""type"":""Polygon"",""coordinates"":[[[7.623682705769775,45.90750216302533],[7.623682705769775,45.907233410659806],[7.624626843343019,45.90732299492624],[7.624884335408449,45.90795008074297],[7.624068943867922,45.90786049748858],[7.623682705769775,45.90750216302533]]]}"
1_35,1,"{""type"":""Polygon"",""coordinates"":[[[7.400704014802811,45.86066907945455],[7.40199147512996,45.86042998705434],[7.402592289949295,45.86132657825371],[7.401304829622148,45.86156566679835],[7.400704014802811,45.86066907945455]]]}"
1_36,1,"{""type"":""Polygon"",""coordinates"":[[[7.402163136506914,45.856484814011594],[7.401905644441485,45.856066370149314],[7.404051411653398,45.85588703610164],[7.404051411653398,45.857022808636366],[7.402935612703204,45.85726191568772],[7.402163136506914,45.856484814011594]]]}"
1_37,1,"{""type"":""Polygon"",""coordinates"":[[[7.420915284911152,45.86228875763925],[7.42246023730373,45.86252784204621],[7.422631898680683,45.86366347893869],[7.420056978026387,45.86354393930558],[7.420915284911152,45.86228875763925]]]}"
1_38,1,"{""type"":""Polygon"",""coordinates"":[[[7.4494531685659515,45.87207941168088],[7.451598935777865,45.8717806073597],[7.45177059715482,45.87321485345028],[7.450311475450717,45.873334372287104],[7.4494531685659515,45.87207941168088]]]}"
1_39,1,"{""type"":""Polygon"",""coordinates"":[[[7.462699875572781,45.88174139534927],[7.462957367638213,45.88066587929577],[7.4651889655386,45.88102438696022],[7.464073166588406,45.882637642823354],[7.462785706261256,45.88287663970797],[7.462699875572781,45.88174139534927]]]}"
1_40,1,"{""type"":""Polygon"",""coordinates"":[[[7.470448498136885,45.89026681156145],[7.472937588102704,45.89014732914435],[7.473624233610519,45.89187979903558],[7.471392635710127,45.891700580518396],[7.470448498136885,45.89026681156145]]]}"
1_41,1,"{""type"":""Polygon"",""coordinates"":[[[7.308403708473805,45.87054336085811],[7.308747031227711,45.86988597106298],[7.310635306374198,45.86994573409295],[7.3110644598165795,45.87161907284224],[7.307717062965993,45.871977638877006],[7.308403708473805,45.87054336085811]]]}"
1_42,1,"{""type"":""Polygon"",""coordinates"":[[[7.314444664374355,45.85460702439915],[7.3167620929632236,45.85502547924258],[7.316075447455409,45.85616126937401],[7.314358833685878,45.85556348798597],[7.314444664374355,45.85460702439915]]]}"
1_43,1,"{""type"":""Polygon"",""coordinates"":[[[7.369891428442936,45.85549843016158],[7.37152221152399,45.855558208659495],[7.371608042212469,45.85639510088289],[7.369977259131414,45.85663421063335],[7.369891428442936,45.85549843016158]]]}"
1_44,1,"{""type"":""Polygon"",""coordinates"":[[[7.37701537558649,45.857172203812745],[7.378388666602116,45.857052650222705],[7.378560327979071,45.8583079500984],[7.377015375586489,45.8583677255761],[7.37701537558649,45.857172203812745]]]}"
1_45,1,"{""type"":""Polygon"",""coordinates"":[[[7.453938600574327,45.87606389903884],[7.454367754016711,45.87522730287471],[7.456084367786242,45.875406574541564],[7.456341859851672,45.87696023809565],[7.454110261951281,45.8770797488775],[7.453938600574327,45.87606389903884]]]}"
1_46,1,"{""type"":""Polygon"",""coordinates"":[[[7.416024069009169,45.85892912125622],[7.418169836221083,45.858988896066165],[7.418770651040418,45.8608418833013],[7.416024069009169,45.86060279164419],[7.416024069009169,45.85892912125622]]]}"
2_0,2,"{""type"":""Polygon"",""coordinates"":[[[7.321219432556126,45.869828635110856],[7.321219432556126,45.87010503887076],[7.3214125516051975,45.87027685673145],[7.3213052632446045,45.870373970939504],[7.321079957687351,45.87070266392306],[7.320811736785864,45.870740015275466],[7.3207902791137425,45.871068706094306],[7.3203611256713605,45.87088195018572],[7.320007074081394,45.87079230712668],[7.319771039688083,45.8708595394345],[7.319288242065405,45.87084459892866],[7.31909512301633,45.87053084737868],[7.319320428573581,45.870441203753366],[7.3195671918029515,45.87014986097259],[7.320951211654636,45.86961199336515],[7.321219432556126,45.869828635110856]]]}"
2_1,2,"{""type"":""Polygon"",""coordinates"":[[[7.330548282706613,45.88109964683483],[7.330644842231152,45.88074860857916],[7.331041809165355,45.88068138823467],[7.331374403083203,45.88083076666759],[7.331964489066479,45.8811593978064],[7.331953760230417,45.88149549582418],[7.331964489066479,45.88192121706131],[7.331417318427441,45.88189134199321],[7.331073995673532,45.8822274355832],[7.330762859427807,45.88209299839118],[7.330430265509959,45.88199590466129],[7.330119129264231,45.88209299839118],[7.329786535346386,45.881913748295794],[7.329711433493968,45.8811593978064],[7.330526825034495,45.88103242691502],[7.330548282706613,45.88109964683483]]]}"
2_2,2,"{""type"":""Polygon"",""coordinates"":[[[7.35074360738238,45.89214678631376],[7.350711420874202,45.89246788316719],[7.350250080923642,45.89248281785937],[7.3498960293336735,45.89217665586681],[7.3491664684816245,45.89184062246878],[7.349134281973443,45.89171367598926],[7.3494668758912916,45.891713675989266],[7.34998186002215,45.89198997089668],[7.350346640448175,45.891982503484805],[7.350625590185726,45.8915568593493],[7.3508938110872135,45.89172114343727],[7.351634100775326,45.89196756865811],[7.35074360738238,45.89214678631376]]]}"
2_3,2,"{""type"":""Polygon"",""coordinates"":[[[7.349767954355452,45.893561988633756],[7.350347311502666,45.89356945583324],[7.350347311502666,45.89394281452749],[7.350261480814191,45.894159361420044],[7.349338800913069,45.893778537011265],[7.349767954355452,45.893561988633756]]]}"
2_4,2,"{""type"":""Polygon"",""coordinates"":[[[7.452010453609157,45.89651207594279],[7.451838792232206,45.89640754059789],[7.452375234035184,45.89634780602679],[7.452461064723661,45.896078999661476],[7.451946080592799,45.8958624602543],[7.4516671308552525,45.89590726158024],[7.4513238081013435,45.89612380081273],[7.4510448583637965,45.895937129110756],[7.451345265773462,45.8958176588922],[7.451946080592799,45.89563098616112],[7.451956809428859,45.895190436027825],[7.452321589854885,45.89530244063033],[7.452600539592432,45.89575792368653],[7.453061879542996,45.89599686412367],[7.453437388805079,45.89610140024163],[7.453373015788722,45.896497142334134],[7.452954591182399,45.8965270095474],[7.452579081920316,45.89675101313495],[7.452010453609157,45.89651207594279]]]}"
2_5,2,"{""type"":""Polygon"",""coordinates"":[[[7.447579263656827,45.9063015698681],[7.447311042755336,45.90649567218758],[7.446967720001432,45.906450879404865],[7.446506380050871,45.906338897289956],[7.446527837722989,45.905965621942016],[7.446892618149013,45.90571179327172],[7.446956991165373,45.90583870775193],[7.447311042755336,45.90619705295343],[7.447579263656827,45.9063015698681]]]}"
2_6,2,"{""type"":""Polygon"",""coordinates"":[[[7.49118469205984,45.90495004263412],[7.490669707928981,45.904457306317276],[7.490970115338647,45.90399442882361],[7.491377811108914,45.903621137711085],[7.492493610059108,45.90387497594071],[7.4930729672063245,45.90436771742614],[7.4930729672063245,45.90474100351867],[7.49296567884573,45.905159080962406],[7.492300491010035,45.90536811850355],[7.491442184125271,45.905263599831365],[7.49118469205984,45.90495004263412]]]}"
2_7,2,"{""type"":""Polygon"",""coordinates"":[[[7.611525131874046,45.91525678597752],[7.612297608070335,45.915286643099236],[7.61216886203762,45.915794211710576],[7.6116967932509985,45.915794211710576],[7.611525131874046,45.91525678597752]]]}"
2_8,2,"{""type"":""Polygon"",""coordinates"":[[[7.6137567297744395,45.90940447999156],[7.6143146292495345,45.90943434026181],[7.614100052528343,45.910061402226205],[7.613499237709007,45.91009126214305],[7.6137567297744395,45.90940447999156]]]}"
2_9,2,"{""type"":""Polygon"",""coordinates"":[[[7.6108018223177565,45.90515104753623],[7.6112738911043785,45.90524063516324],[7.6112738911043785,45.90562884654284],[7.610544330252328,45.90562884654284],[7.6108018223177565,45.90515104753623]]]}"
2_10,2,"{""type"":""Polygon"",""coordinates"":[[[7.61847626767948,45.913551685177595],[7.618304606302528,45.9130739543675],[7.61877667508915,45.91280522897964],[7.619463320596962,45.91379054904049],[7.618905421121865,45.913760691113886],[7.61847626767948,45.913551685177595]]]}"
2_11,2,"{""type"":""Polygon"",""coordinates"":[[[7.4371325326054505,45.888193909431834],[7.437690432080549,45.88825365277357],[7.437690432080549,45.88879133995755],[7.437003786572736,45.88888095398223],[7.4371325326054505,45.888193909431834]]]}"
2_12,2,"{""type"":""Polygon"",""coordinates"":[[[7.447794189690278,45.90040978563168],[7.44873832726352,45.90058897604336],[7.448909988640475,45.9012460026051],[7.447922935722993,45.90127586726408],[7.447794189690278,45.90040978563168]]]}"
2_13,2,"{""type"":""Polygon"",""coordinates"":[[[7.4138385619536,45.8830681290658],[7.414525207461412,45.88309800350114],[7.414396461428695,45.883665614719895],[7.41379564660936,45.88360586644366],[7.4138385619536,45.8830681290658]]]}"
2_14,2,"{""type"":""Polygon"",""coordinates"":[[[7.413419930392423,45.8796868188097],[7.413934914523281,45.879836199916596],[7.413934914523281,45.880373968576],[7.413505761080899,45.88034409267595],[7.413419930392423,45.8796868188097]]]}"
2_15,2,"{""type"":""Polygon"",""coordinates"":[[[7.4258653802215235,45.87508432174211],[7.4264661950408595,45.87520383655846],[7.4263374490081455,45.87592092005877],[7.425564972811855,45.87559225793642],[7.4258653802215235,45.87508432174211]]]}"
2_16,2,"{""type"":""Polygon"",""coordinates"":[[[7.418798860079004,45.872549572217864],[7.419528420931053,45.87189220615185],[7.4200434050619135,45.87243005169329],[7.419485505586815,45.872788612495924],[7.418798860079004,45.872549572217864]]]}"
2_17,2,"{""type"":""Polygon"",""coordinates"":[[[7.4057859825407615,45.86986494766954],[7.406601374081291,45.869894829203815],[7.40630096667162,45.87067174345708],[7.405743067196523,45.870641862340435],[7.4057859825407615,45.86986494766954]]]}"
2_18,2,"{""type"":""Polygon"",""coordinates"":[[[7.402869920998408,45.87295089627533],[7.403470735817741,45.87301065600971],[7.4036423971946945,45.873488731571335],[7.40278409030993,45.87345885196924],[7.402869920998408,45.87295089627533]]]}"
2_19,2,"{""type"":""Polygon"",""coordinates"":[[[7.414999647761217,45.88103994324734],[7.415986700678698,45.88169720110668],[7.415128393793933,45.881637450713484],[7.414999647761217,45.88103994324734]]]}"
2_20,2,"{""type"":""Polygon"",""coordinates"":[[[7.434707319454467,45.88879466717397],[7.43515793056897,45.888869345533415],[7.435115015224731,45.88922780026109],[7.434857523159303,45.88921286469362],[7.434707319454467,45.88879466717397]]]}"
2_21,2,"{""type"":""Polygon"",""coordinates"":[[[7.435434107752012,45.89006357119466],[7.43605638024347,45.890123312525425],[7.436077837915587,45.89045188869606],[7.435369734735655,45.890436953457765],[7.435434107752012,45.89006357119466]]]}"
2_22,2,"{""type"":""Polygon"",""coordinates"":[[[7.308143181726629,45.88985012712175],[7.3087439965459655,45.89074624377994],[7.3076711129400085,45.890507280751414],[7.308143181726629,45.88985012712175]]]}"
2_23,2,"{""type"":""Polygon"",""coordinates"":[[[7.3076711129400085,45.88661533860681],[7.3087439965459655,45.886704956142026],[7.308271927759345,45.88775048337031],[7.307628197595772,45.88757125152878],[7.3076711129400085,45.88661533860681]]]}"
2_24,2,"{""type"":""Polygon"",""coordinates"":[[[7.3080567915221994,45.88338516214116],[7.308872183062727,45.88314616744411],[7.309644659259015,45.883504659104126],[7.309558828570538,45.88401251832919],[7.308614690997299,45.88395277042605],[7.3080567915221994,45.88338516214116]]]}"
2_25,2,"{""type"":""Polygon"",""coordinates"":[[[7.318556843133264,45.88780358206579],[7.319200573296838,45.887713966302975],[7.320015964837366,45.888580245953875],[7.318771419854454,45.8885205029634],[7.318556843133264,45.88780358206579]]]}"
2_26,2,"{""type"":""Polygon"",""coordinates"":[[[7.304539163005768,45.895275038198804],[7.303809602153719,45.894797150084685],[7.304367501628817,45.89405044167346],[7.305440385234774,45.89485688632386],[7.3046249936942464,45.89482701821229],[7.304539163005768,45.895275038198804]]]}"
2_27,2,"{""type"":""Polygon"",""coordinates"":[[[7.310268163139341,45.89707856896153],[7.310654401237486,45.89654096200459],[7.3114268774337745,45.89689936722086],[7.3114268774337745,45.89746683741572],[7.310268163139341,45.89761617071368],[7.310268163139341,45.89707856896153]]]}"
2_28,2,"{""type"":""Polygon"",""coordinates"":[[[7.306321716335432,45.89952637325438],[7.306579208400864,45.89928744800446],[7.307351684597151,45.8994666420383],[7.307308769252913,45.899854893794306],[7.306450462368149,45.899795162931625],[7.306321716335432,45.89952637325438]]]}"
2_29,2,"{""type"":""Polygon"",""coordinates"":[[[7.3039878339066355,45.90163758261798],[7.304116579939351,45.90104029027756],[7.305017802168354,45.901309072625935],[7.30463156407021,45.90205568343301],[7.304288241316304,45.90202581919351],[7.3039878339066355,45.90163758261798]]]}"
2_30,2,"{""type"":""Polygon"",""coordinates"":[[[7.307452842472747,45.89515753713704],[7.308826133488373,45.89503806524126],[7.308311149357516,45.895754892760486],[7.307753249882416,45.895695157487296],[7.307452842472747,45.89515753713704]]]}"
2_31,2,"{""type"":""Polygon"",""coordinates"":[[[7.324304574537212,45.88770787554367],[7.325205796766214,45.88699094415772],[7.3255062041758805,45.88788710694436],[7.324604981946878,45.88791697878825],[7.324304574537212,45.88770787554367]]]}"
2_32,2,"{""type"":""Polygon"",""coordinates"":[[[7.309677445026239,45.89979694559229],[7.308904968829948,45.899259364953885],[7.310664497943717,45.89913990188295],[7.310879074664907,45.89961775262446],[7.310106598468621,45.89967748367798],[7.309677445026239,45.89979694559229]]]}"
2_33,2,"{""type"":""Polygon"",""coordinates"":[[[7.590056568085979,45.88952931599945],[7.590829044282271,45.88905137844294],[7.591773181855511,45.88973841238727],[7.590614467561077,45.889708541522914],[7.590056568085979,45.88952931599945]]]}"
2_34,2,"{""type"":""Polygon"",""coordinates"":[[[7.600141673981975,45.891291675196804],[7.600742488801313,45.890754012216895],[7.602072864472698,45.89135141520663],[7.600785404145549,45.89138128518745],[7.600141673981975,45.891291675196804]]]}"
2_35,2,"{""type"":""Polygon"",""coordinates"":[[[7.587631001465862,45.886302692045504],[7.588403477662151,45.8862728193335],[7.588832631104532,45.8865416731632],[7.588575139039106,45.88698975998782],[7.587716832154339,45.8868105256917],[7.587631001465862,45.886302692045504]]]}"
2_36,2,"{""type"":""Polygon"",""coordinates"":[[[7.455315603859047,46.01704526183291],[7.455487265235998,46.01674723785117],[7.4563026567765265,46.01683664521434],[7.455873503334144,46.01773071089541],[7.454929365760901,46.017671106966425],[7.455315603859047,46.01704526183291]]]}"
2_37,2,"{""type"":""Polygon"",""coordinates"":[[[7.466409677396399,46.0215315412759],[7.467482561002354,46.021322941583136],[7.467611307035068,46.022008337618246],[7.466538423429112,46.02200833761824],[7.466409677396399,46.0215315412759]]]}"
3_0,5,"{""type"":""Polygon"",""coordinates"":[[[7.537406094682259,45.899361637034],[7.5377923327804,45.89852539168031],[7.538307316911263,45.898644856073346],[7.539981015336555,45.89819686327416],[7.539466031205695,45.899033113575605],[7.538736470353643,45.89983948586723],[7.537663586747687,45.89998881278425],[7.536676533830205,45.899899216682236],[7.535689480912726,45.899958947432964],[7.5357323962569644,45.899481099627856],[7.537406094682259,45.899361637034]]]}"
